"","FD45571446","FD45571447","FD45571448","FD45571449","FD45571450","FD45571451","FD45571452","FD45571453","FD45571454","FD45571455","FD45571456","FD45571457","FD45571458","FD45571459","FD45571460","FD45571461","FD45571462","FD45571463","FD45571464","FD45571465","FD45571468","FD45571469","FD45571470","FD45571471","FD45571472","FD45571473","FD45571474","FD45571475","FD45571476","FD45571477","FD45571478","FD45571479"
"Cell-PD1 KEGG TCR Up",-0.220635755090597,0.199968457575439,0.240426874145726,0.237023797006974,0.131500367994953,0.0846037921003751,-0.0561139732940805,0.28657344127852,0.060638558861669,0.243100970805734,0.28659096484772,0.15151228402201,-0.12438930361336,0.142473627028353,-0.131328637016788,0.0232958328952441,-0.1018259559107,-0.220243227140504,0.166421336697859,-0.183941401184593,0.181789506886763,-0.261076648091683,0.0670066239091578,0.117253706234886,0.00132127711772334,-0.011190551291487,0.240756317246697,0.268636315844811,0.175249710861108,0.123295832895244,0.128405705674132,-0.0175095503452143
"Cell-PD1 NR",-0.278752692691641,-0.235314979246572,-0.267259496663689,-0.267128145851941,-0.162467819051122,-0.243905322334892,-0.0480612620185993,-0.228747438659171,-0.261611411758525,-0.239991068144801,-0.16558083328955,-0.215047548993853,-0.260652550832764,-0.286449850260075,-0.28345505175222,-0.178886670519624,-0.318236746703095,-0.321389166185047,-0.253874848946566,-0.300898439552356,-0.15860610518573,-0.266707823254348,-0.250249566542321,-0.198497346713603,-0.319379498765302,-0.247215362790942,-0.244942993747701,-0.289562864498503,-0.29535543529659,-0.207179635370147,-0.0863500236431461,-0.255109546576998
"Cell-PD1 R",-0.0621234900036925,0.197384211636862,0.213579416574353,0.221348973993775,0.137254708023421,0.146533602363243,-0.00663936804346676,0.231676953104394,0.112154481194282,0.195532652845914,0.274366988447539,0.179266893495806,0.0151210634594081,0.189565859576937,-0.0813518752967242,0.0979789787413621,-0.00107282270401432,-0.135784934325051,0.198494619401804,-0.125683124967031,0.220625626417682,-0.0964109563749538,0.127640845070423,0.139284301313499,0.0703994566650842,0.0705458405865906,0.208965026111727,0.247274094002216,0.152441710186211,0.192176372843804,0.21510589755763,0.0532263807564488
"MAGE*",-0.326521362131484,-0.500183929791371,-0.476345315045457,-0.500183929791371,-0.476962793630774,-0.437063166745494,0.169570129801881,-0.45827421304325,-0.111008198013558,-0.436590204424825,-0.478007252088917,-0.500183929791371,-0.0763045877345105,-0.419964265069105,-0.0594093226128541,-0.182478059803458,-0.34806742340638,-0.0817108098165957,-0.475333701192916,-0.0777563193021178,-0.125945924641337,-0.241309317357717,-0.254736192127805,-0.137651742077881,-0.452191392085764,-0.100957748699354,-0.235581218140733,-0.473553523569289,-0.500183929791371,-0.35271821955962,0.00502522465710231,-0.117695359714121
"NS-Angiogenesis",0.110448524215496,0.15489798066369,0.0897499511329634,0.0820635421835295,0.1485903739456,0.21035379734464,0.105704662667088,0.0509795961327379,0.0461650653314689,0.0763363254995715,0.0966830559189258,0.0519990376952802,0.136200700678124,0.0870570015186372,0.0845520020448975,0.151765979520953,0.0488625257491693,0.0932623633602477,0.0406257987880975,0.0588900416497511,0.154834829416452,0.130121641330988,0.117754522080383,0.179686348805389,0.0465169079946471,0.0668681492173756,0.0820650457846542,0.0612988106515103,0.135026388199738,0.0914144375779993,0.106476010044055,0.0584058820875999
"NS-Antigen Presentation-61",-0.0161351353219252,0.139521362618528,0.139306250518342,0.135357345257513,0.115350192132253,0.0952039504602881,0.0471147333646643,0.124035883117242,0.0576725043540763,0.122014347717911,0.165015170154535,0.104693072180908,0.0226645218809609,0.112229770823542,-0.0499923976446521,0.0939720233323197,-0.0070753738976585,-0.0505781245680481,0.139951586818898,-0.0899056271252039,0.119894327260664,-0.0416496765543362,0.110671287977221,0.0923642979570398,0.0222671260332292,0.102599832748182,0.0957542573189948,0.147340557874658,0.098846169795151,0.152008231277472,0.162701635197523,0.0397197149807869
"NS-Apoptosis",0.122121385890116,0.18864843302002,0.189072278042335,0.184696701488444,0.17926289749322,0.173869261817104,0.155886320886695,0.18002194021292,0.143888459503409,0.174732188120704,0.207200655990205,0.163119388555076,0.14456578047044,0.177873627697857,0.0936711350458889,0.176277975849144,0.151153384804186,0.122384557635997,0.199154526138495,0.0721229095160133,0.21523709004075,0.10548616132151,0.197556104060879,0.207490144910674,0.146058933849704,0.159928084857652,0.176243347987844,0.195382859485679,0.166881359406728,0.223632268734365,0.215166449203698,0.121258459586516
"NS-Autophagy",0.214974320980879,0.245581059265255,0.234351347519677,0.232693530167703,0.237127334092499,0.250161208445951,0.252745116870407,0.239969633359401,0.224210078614842,0.224409016697079,0.234694344213188,0.226915179204339,0.224591948266952,0.237920799776823,0.218001838462277,0.236592259250621,0.228243719730542,0.203547957797687,0.214594737973393,0.196029470275906,0.214880568551319,0.212760848985416,0.224434169787937,0.226615628758672,0.223206241625164,0.216673297936075,0.229215543695492,0.229096638175075,0.228156827234852,0.213305070405788,0.203028889468172,0.219792281202409
"NS-B cells",-0.304916180566504,-0.00635214672342216,0.310026801198171,0.234563035367071,-0.102094172053182,0.0932129906984077,-0.26479977928425,0.281951232329602,0.0586013453150455,0.342858268957906,0.258198013558253,0.130774081664827,-0.175659519680488,-0.0155289295286142,-0.213319144463713,-0.196561826685585,-0.13481396815387,-0.46691891323769,0.0827027169057754,-0.153903252929739,-0.00748200115613012,-0.376602816753376,-0.14910137159073,0.0784526249408797,0.0138407168006727,-0.220295338693573,0.29371617005623,0.272675915707604,0.259879657365074,-0.237900047296232,-0.00373114719638445,-0.0638696200536024
"NS-Cancer Antigen Presentation",-0.0509904127294859,0.156458754240443,0.157854283527212,0.160558546348932,0.129408283033627,0.112418276048137,0.0376479187842739,0.147831465656071,0.0904683624255962,0.137540940405828,0.196422446427152,0.123178334943761,0.052997695206783,0.131360141717594,-0.037766086494581,0.0748064350161253,-0.00121095759766093,-0.100489611698812,0.152538828027289,-0.0950481454989606,0.149347254117047,-0.0744681407304228,0.104155425048208,0.107277457783801,0.0342252381131649,0.0790390350822154,0.132091631216354,0.172215320391355,0.113305056741416,0.154012264344305,0.172262901195062,0.0271194895154915
"NS-Cancer antigen release",0.0991727657017045,0.0622339949088829,0.0949137948470499,0.0688088172832158,0.0712229082934356,0.0690529713111794,0.153561326001971,0.0924231348221433,0.109916987630492,0.0968034603415845,0.0775709130204887,0.0869159445582546,0.102697829774078,0.0932661163328932,0.101376653096133,0.124085867093527,0.0839954867622287,0.132084439731517,0.0862694420285877,0.0857898021630024,0.111896946774422,0.105279505797575,0.101651868139489,0.10562334401447,0.102780899931521,0.109095676595597,0.121226086629894,0.0801186386318128,0.0614711941587954,0.104375846954431,0.148205829069065,0.0943698659030954
"NS-CD45",-0.0835259508300063,0.435227989073335,0.470004202563564,0.454717377600336,0.40948728724522,0.370088253834839,0.0500630384534566,0.473156125236394,0.295860474889683,0.472315612523639,0.471527631855432,0.372084471527632,0.086152553057365,0.401870140785879,-0.0136583315822652,0.227726413111998,0.0131855431813406,-0.116043286404707,0.385059886530784,-0.0742277789451565,0.440901449884429,-0.115307837781046,0.29591300693423,0.412324017650767,0.166001260769069,0.168312670729145,0.474101702038243,0.478199201512923,0.44126917419626,0.366095818449254,0.358268543811725,0.141836520277369
"NS-CD8 T cells",-0.162831625952193,0.431809824008406,0.375886524822695,0.445573942737063,0.333753611767796,0.220882584712372,-0.0426319936958235,0.463068032571579,0.182269503546099,0.3548463356974,0.471762542684529,0.304517993170475,-0.0227738376674547,0.229813501444707,-0.058628841607565,0.227370633044392,0.00538481744155506,-0.168662989230365,0.433149461518256,-0.114131862358813,0.410086682427108,-0.191673233517205,0.300288941423693,0.303887575518781,0.0547938008930917,0.131678486997636,0.341765169424744,0.438140267927502,0.332991857105332,0.37110585763068,0.33940110323089,0.133543472550565
"NS-Cell Cycle & Proliferaxtion",0.104180933817977,0.0989013561841883,0.145050834957594,0.101628942855303,0.120872281436997,0.100695359005426,0.131565084549334,0.115044454980187,0.0748437685960733,0.128469722422206,0.0895567378999923,0.10107191424686,0.0731609763901815,0.126617187698155,0.05115102986883,0.149999707340486,0.0586060432238592,0.0997217783552925,0.140226830634037,0.0411849978830963,0.134939448746539,0.100626096253763,0.124318834981006,0.128653122384356,0.11730281089708,0.120219650720625,0.130092031661857,0.102990785127434,0.104009240236391,0.114975192228524,0.154079380966596,0.067411192470456
"NS-Cell Proliferation",0.218499976354561,0.0568210642167125,0.125173579016608,0.0542931518510079,0.0518641204111726,0.0619026839722618,0.180243805969828,0.0883232374474964,0.131642756112346,0.121934153901712,0.0554130858157461,0.11614854494568,0.102376151640349,0.130139121163528,0.143133364573974,0.213934257081809,0.120694917950327,0.195837972855036,0.160469770381293,0.106920375059651,0.118446451679471,0.206246265095463,0.165851257292468,0.134354458025047,0.161194180642554,0.178078098734754,0.117903681379862,0.072403408382523,0.0758395205564847,0.146228767470755,0.164993572739819,0.114409530401586
"NS-Common Signaling Pathways",0.061981167712393,0.100714502888416,0.0901029142135862,0.0827723001636045,0.112081923346745,0.131851350230797,0.0648383237316044,0.0832158618719884,0.0704187117230595,0.0841444458045248,0.088833761758663,0.0822343006137473,0.0789424672823883,0.0843935379508503,0.0563770879976413,0.0877383486079139,0.0526528807161218,0.043506559316836,0.0627949125972841,0.0221593294715825,0.108356399858376,0.0556025002665318,0.0891743302810496,0.105537084786097,0.0432173228615916,0.0735924154896487,0.0854639431714531,0.0762106799656206,0.0925642210227191,0.0777651202552389,0.0705371703395419,0.0486894528396504
"NS-Costimulatory",-0.0468146556066764,0.189767150101469,0.20327469907263,0.197638757622134,0.154814478096709,0.132669510024516,0.0461459947514621,0.204258200240838,0.0956466879998464,0.196993484904456,0.233074784469317,0.146055920437154,0.026416001803885,0.148538661191044,-0.0170337604766863,0.0813643320108042,0.0114937703596736,-0.0862320630975969,0.163570037277093,-0.0435295218265296,0.163640201689703,-0.0704006927686278,0.0902716142372588,0.128237158113405,0.0348699139796296,0.0646226234054087,0.183681436775268,0.224262853880512,0.168428772926372,0.142394177673084,0.15526784814742,0.0410131981059206
"NS-Cytokine & Chemokine",-0.0274883244973274,0.122062073395095,0.141961048999009,0.137145516498111,0.13313883234087,0.138989647176651,0.0192343700671681,0.133169313839689,0.0584373877355512,0.122486637128643,0.14446760796438,0.101788066493212,0.0270866218878933,0.105375630041694,-0.0607534373333043,0.0919752011234609,-0.0190112019508159,-0.0706000500767481,0.102245288975495,-0.100953635463047,0.127743607049935,-0.0544132855789852,0.0504087786716598,0.0956836020422603,0.0143883560674511,0.0321634243786673,0.119599059428037,0.142963672585158,0.11012257917025,0.099675045450092,0.119361739187233,0.00192795480029173
"NS-Cytotoxic cells",-0.191953539706733,0.198481105797025,0.13533925474326,0.242791822147475,0.072975245703474,0.0272034477321701,-0.0107636516529143,0.226782992589478,0.00487202396594322,0.0757870394702265,0.305439638408577,0.0494297577127241,-0.0739107583959636,0.0504441057444683,-0.13529720922899,0.0447154044252903,-0.0730540810427288,-0.232874336469228,0.178094287065749,-0.167624954012719,0.163189152257319,-0.264965575235192,0.104157250223367,0.077789457087297,-0.0423450885583644,-0.00470384190886636,0.104130971776949,0.211746465548957,0.0774741157302781,0.213948599358806,0.228102170599674,-0.0738424344352762
"NS-Cytotoxicity",0.0506300520653958,0.124701687567108,0.101142602459432,0.12281153137092,0.090060979315654,0.143325702477665,0.0489323555033326,0.11825428982395,0.0873695832742449,0.0748100727294828,0.154955329105974,0.126662749944288,0.0998045015295476,0.145533923542878,0.0154585604019367,0.0990772067016471,0.0678582281558315,-0.0175827069954012,0.152765341058731,-0.0426439901946881,0.169539717590811,0.0142531553250542,0.118377869167967,0.113653491622941,0.0962470371345799,0.0521018617937238,0.114370656996414,0.13807661919329,0.0778519478940864,0.187541783999514,0.178410080833046,0.111054273616823
"NS-DC",-0.20135897166474,0.0258134566214844,0.00425554271303985,0.0101397499211937,-0.0294210360407692,0.163146649854646,-0.0716437252635634,0.019438898812651,-0.0242023046478231,-0.0623270638506532,0.00301215368988828,-0.143882876256523,-0.0036426044621905,-0.0417323386221148,-0.150309971629715,0.137928618962558,-0.0846555287030226,-0.27748590242023,0.0722216384715071,-0.361038142271724,0.00686490840951282,-0.172375748660292,-0.0782284333298308,0.0089839235053063,-0.10104724878288,-0.0771601695212077,0.0133795663899688,0.0225561276312564,0.131729186368253,0.0575811705369339,0.0139749921193654,-0.122430037476796
"NS-DNA Damage Repair",0.100940718338591,0.0326558345276753,0.0915319872094499,0.0596562152725112,0.0397042572225438,0.0369972543035001,0.0831107162646145,0.099871227762799,0.0731355111112487,0.0898836406635485,0.063332105457033,0.0826835391315922,0.0746089626715287,0.0874815431619156,0.0801607176575835,0.102914090963966,0.102955880031326,0.114146063624629,0.0999114690869244,0.0569940969072995,0.0677741285431712,0.0888110546012859,0.078809537812915,0.0550981114437039,0.121219250211267,0.0818291848655476,0.081556782056084,0.0684659697694792,0.0511683913685455,0.0835734914920554,0.0960421109979539,0.0747064704953707
"NS-Epigenetic Regulation",0.253095263130224,0.216093396771989,0.24619499500552,0.214677198885442,0.223742836864518,0.229663924083907,0.286485989169865,0.248534514483991,0.230721965196362,0.224127280374323,0.223368250880606,0.250650596708901,0.198330135113822,0.214838205141686,0.237526943904106,0.26246977025393,0.238065821986226,0.2344941117712,0.228086719941118,0.257478576310394,0.216224830450555,0.245501682351086,0.260889280269176,0.198583144945061,0.277824509752379,0.231017690973135,0.23103740602492,0.227551127700962,0.20052507754587,0.258622049313916,0.259653803690658,0.22742297986436
"NS-Exhausted CD8",-0.13177113434561,0.163426679976882,0.0947827457573688,0.165896075237745,0.103202332790417,0.039930646771397,-0.0615509903851206,0.185506751431724,-0.0412966952135764,0.076025849839752,0.269413649976357,0.0363710397730258,-0.072453107760206,0.0874402353806547,-0.135422686912205,0.0278989124152788,-0.115733200231177,-0.131744864183261,0.178518888246729,-0.0266642147848474,0.191956076288551,-0.173369936426207,0.175221982871854,0.00780223821783221,-0.0567041454316188,-0.0323385698523617,0.0495061209478275,0.155887143382546,0.00542478852519312,0.208716439867598,0.14172752587611,0.0874927757053539
"NS-Hh",-0.0649102510166877,-0.0355389947312538,-0.055760061702426,-0.0365957489432457,-0.00303253400645065,-0.0071744095198028,-0.101791473846585,-0.0540872848929222,-0.0528126690305907,-0.0529729350722199,-0.0375698659775227,-0.0509019973155438,-0.0676297654105815,-0.0913967185527976,-0.0868166155818659,0.0218087024460605,-0.068270829577098,-0.130489111925797,-0.0450798325219865,-0.118907386261194,-0.0556799286816114,-0.0964400905503135,-0.0911738485886572,-0.0554595628743715,-0.111141995712883,-0.0271951439389386,-0.0831004467415911,-0.0549261774545746,-0.0383561712442655,-0.0825420197527896,-0.0902573271630907,-0.0760412284392091
"NS-Hypoxia",0.175445856831166,0.243462439791268,0.215037306762723,0.214894054670875,0.244484794463858,0.239841957435763,0.204636225393086,0.192898124499536,0.182122383812758,0.203545305616706,0.229979601881622,0.20074515575298,0.226618687419038,0.18969515465104,0.187508417590867,0.217058752947687,0.143954884161706,0.179920954230344,0.213384398010632,0.112918155304858,0.224134426783489,0.16670135734418,0.213385622387486,0.218602692159825,0.147854524439786,0.188720550675734,0.210470381099539,0.206731134189254,0.205765100851921,0.23194105360077,0.223054526398789,0.142222390914144
"NS-IFN",0.127410915900204,0.236477076924287,0.226986837032549,0.221140213534331,0.202603482324802,0.251039740674592,0.146413425754727,0.215948984649761,0.185648195501145,0.195194297358752,0.257518155138907,0.248219104792327,0.207378500224235,0.253737637589595,0.0903767928937285,0.203351717952148,0.169837685583679,0.0669210615347091,0.23197664812469,0.0208199907158987,0.249020055232535,0.104158962698369,0.212760918653963,0.216064642522758,0.171835340954689,0.188073863681067,0.216081951864295,0.246990141543206,0.180050197090457,0.272039905900125,0.275025767315243,0.208031534473127
"NS-Immunometabolism",0.140070232877436,0.180073401277921,0.15660558694619,0.16767597824365,0.187134709827322,0.177854464804351,0.132203622537889,0.14202460791044,0.122305011353435,0.142105930189576,0.169561176532714,0.158208269525268,0.168678776997413,0.14677773670592,0.0894185985108518,0.161536674235623,0.111758990336378,0.110447800601996,0.145481860907219,0.0821149073242858,0.17160215451233,0.116822094312721,0.156617204414638,0.152651951206633,0.112589111263664,0.119147700269314,0.157003221207161,0.160694407773142,0.145281195543117,0.197765749590748,0.185751703015261,0.13009610814807
"NS-Imu Adh & Migr",0.00829769811664083,0.233182300670245,0.221471506990568,0.219900524671701,0.221101507293846,0.184731750219877,0.0763994783610833,0.204518848755042,0.119082885997634,0.197078215509659,0.23716980559852,0.169372516907773,0.0938022018014739,0.185252782579686,0.0310520729081371,0.126846207503109,0.0314754496102873,-0.0140108573681497,0.178934279562066,-0.0263724865799291,0.212356170199861,0.00858641919145964,0.154125496618445,0.190179237558002,0.0637679313377612,0.119618475722561,0.207714190398205,0.219646377339035,0.173908955812331,0.180912868104206,0.206780699360082,0.075650987171322
"NS-Imu localization",-0.0834259458524859,0.14121063967936,0.135237270147132,0.142826162530832,0.135819616196063,0.119433730086469,-0.0140772868486544,0.125474420734904,0.0234628804976612,0.108583074441336,0.161091153894968,0.0810369659145463,0.0162221817559774,0.0890588471166881,-0.0847565495536757,0.0587021739570286,-0.049183961387845,-0.1277182740043,0.109000060699367,-0.120388917399198,0.133344369581892,-0.106308871488404,0.0537575667279179,0.0992646179710592,-0.0159597029777638,0.00667858581510972,0.110588728679347,0.139595300765364,0.110477446506384,0.104357110930852,0.123792496454605,-0.0151792562672096
"NS-JAKSTAT",0.0370400315412135,0.14437100170606,0.144161150890912,0.140614581270406,0.127703759690838,0.148924128483206,0.0522528529717965,0.140088591564906,0.0974207427083655,0.149827122899902,0.137363256303246,0.124439716492457,0.0577934595587501,0.130484510102818,0.0366675690554532,0.0957428446322706,0.0458092519681462,0.0184150903630328,0.135094868920458,-0.0220343355905165,0.13562358396122,0.00946418091865597,0.0901322877736009,0.103202087243432,0.0657796003204995,0.0782907060616908,0.140696341328256,0.14577273247564,0.121819760860915,0.128617655448581,0.139876015414496,0.0489125003860892
"NS-Kill Cancer Cells",-0.00892047199244284,0.128589578005565,0.128018222433705,0.13293041533741,0.124774973805544,0.118931031815422,0.0224466558997883,0.128485561991201,0.0710104144935622,0.108453542638948,0.152446749660703,0.116000710238926,0.0589176005644407,0.13038627152692,-0.025818825785189,0.0930456943816116,0.0151312535599848,-0.0525342403139115,0.141878722601303,-0.0673862621508285,0.145222471209539,-0.0295434781079985,0.106384356460244,0.106692595466191,0.0426483239064547,0.0589196515844422,0.119892960196148,0.136861927677519,0.0993270896377781,0.145811406952841,0.145494377861173,0.0426275207035819
"NS-Lymphoid Compartment",-0.104598342265202,0.167164765974981,0.196965300128388,0.195649388336562,0.106938718082073,0.114670249464214,-0.0226148392137945,0.214791351036273,0.0831285661523619,0.181430003542598,0.233869873597094,0.130717464002432,0.0132809732345426,0.131788408921317,-0.0676152537731179,0.0428164406690233,-0.0245601274330235,-0.174530103288084,0.148105715139958,-0.119215955257743,0.179834578267544,-0.145674890016155,0.0792725363241904,0.121308851720924,0.0333110978787126,0.018583563853442,0.196729126938065,0.227854366565916,0.158580247378854,0.131905239276104,0.163619027519202,0.0156263740129091
"NS-Macrophages",0.0740293175011821,0.481032942783586,0.388653916881206,0.46457468607156,0.429044291493721,0.410182314926706,0.25659381074975,0.299992118951295,0.24373456627962,0.368373351547313,0.42252929123102,0.260205958072821,0.253231229969001,0.371000367782273,0.0662270792833499,0.333906898544633,0.153063100929964,0.0193873798140073,0.41519991593548,0.07881048704881,0.422923343666264,0.0136210791782693,0.278135343876425,0.358009772500394,0.170125571376031,0.240897388745862,0.280749225030211,0.401105973834918,0.432078495245101,0.413689381600378,0.437779120474965,0.233239636420953
"NS-MAPK",0.082882731590328,0.181549246514313,0.166663428255783,0.158287509819324,0.169343444577373,0.205899089266333,0.122801928612471,0.153349395851318,0.119829067420939,0.155732403631832,0.167169314298879,0.13767664374797,0.150379310440544,0.160885640608562,0.101602597020477,0.145115736178694,0.104220852220208,0.0843733258572305,0.123042727593204,0.0580450453701365,0.187110523262431,0.0876376440283241,0.143988075245865,0.182049580995895,0.0976491912762762,0.105206948334393,0.15568590930414,0.147108746762746,0.165020166047205,0.13606113934697,0.133573345842852,0.0937193796685163
"NS-Mast cells",-0.245439260193359,0.00490752416981921,-0.076754939050021,-0.0845523329129886,-0.0472467423287096,-0.000903741067675545,-0.28260823875578,-0.0899957965531736,-0.233816729718369,0.00301597309794033,-0.109478772593527,-0.170470786044557,-0.222267759562842,-0.13979613282892,-0.354466162253048,-0.186296763345944,-0.39968474148802,-0.448812526271543,-0.156231609920135,-0.270607398066414,-0.205863808322825,-0.275535939470366,-0.276586801176965,-0.0693673812526272,-0.264932744850778,-0.42791088692728,0.0200294241277849,-0.145533837746952,-0.0360235393022278,-0.372362337116436,-0.238923917612442,-0.208816729718369
"NS-Matrix",0.0839924904933861,0.188300878344077,0.150488979990613,0.149534966140171,0.215545828105095,0.185665846112585,0.0833162517600405,0.100310341854963,0.0730682656296395,0.117668413137805,0.15058476451375,0.112541067614295,0.151579007863909,0.166871964827923,0.0594764417965344,0.158815528586891,0.0621038112661756,0.0289135161540598,0.0885671593183973,0.0220036206549746,0.222174117106158,0.0917768986887099,0.15214701008611,0.225820633901974,0.0291481882357448,0.09784963745558,0.151767703374489,0.123622379095986,0.133628988228082,0.136885662014732,0.12201415695252,0.0532925929828258
"NS-Metabolic Stress",0.214950336324723,0.209487522740535,0.192783161770221,0.200227945654095,0.224365648729772,0.209446840861388,0.217273017362263,0.168572358442952,0.176814888550721,0.185049155151788,0.192501566888002,0.187017776709879,0.215913988337014,0.181050253562525,0.185365711023899,0.233074749139006,0.172710468337421,0.218400668199865,0.192807316635965,0.174558951221156,0.19179281227474,0.206783449085993,0.205077988433633,0.206906130377795,0.190101336018337,0.190925144071061,0.192802867055433,0.177472790815049,0.173531733772698,0.209956635659447,0.210524910658779,0.181225694166346
"NS-Myeloid cell",-0.0270785453562256,0.151219577142249,0.122661111589055,0.143392694007808,0.164610550550797,0.140952925223575,0.0284093469506476,0.108490542849067,0.0357569202911909,0.0910399793528089,0.15462206217918,0.0866772360621217,0.0630781930430436,0.102230224374337,-0.0448593000438344,0.0945162043580321,-0.0107101158946502,-0.0656588871000119,0.105607719755347,-0.0921985161879714,0.144403750906387,-0.0480008275263108,0.0733661476192232,0.105033777002143,0.0131156775269253,0.0375401985243813,0.0932192002490773,0.125305508785298,0.0995891045100185,0.13097385918124,0.149972757178381,0.00788218811065911
"NS-Myeloid Compartment",-0.0483542523643779,0.125837640192666,0.0365123228913968,0.100925359490912,0.217679569665647,0.109289456105193,0.0247336778820799,0.00670463734486515,-0.0605470590303414,-0.0137165559188553,0.088391519881869,0.00738600007031609,0.0497704180290405,0.0268178462187533,-0.10823823084766,0.118619695531414,-0.0912533839609043,-0.0833618113419822,0.0505122525753261,-0.148067362795767,0.0706507752346799,-0.0719839679358718,0.0163815349998242,0.0354463312590092,-0.0734170094575115,-0.00965299019090815,-0.0233357943958092,0.0339718032556341,0.0269268361283971,0.115546180079457,0.152629469465246,-0.0692669549625567
"NS-Neutrophils",-0.157365074360187,-0.0381588627883757,-0.114851016868989,-0.0857309895422776,0.117005622996479,-0.0640075673971307,-0.100143202480425,-0.0932458353040096,-0.175239108728782,-0.152891639077198,-0.0798583740606443,-0.0787219507068159,-0.049450838194335,-0.109070366283042,-0.222338273162016,0.0127305691313259,-0.218554574596668,-0.189900940669504,-0.0992366913658101,-0.259019128698303,-0.0677649902779968,-0.215966419675233,-0.136738662042146,-0.129677071837721,-0.216058384570918,-0.109188606863209,-0.14561984339692,-0.133014083766882,-0.089028587944716,-0.00724551999579587,0.0445175784329181,-0.193021178201692
"NS-NF-κB",-0.021448497289331,0.0741368659292317,0.124347264814492,0.107813153600882,0.0881750009003244,0.0677570287632867,0.00158734116200021,0.125035666697139,0.0437405292799343,0.11238680152141,0.126559292594347,0.0729789102473537,0.0424509877251157,0.0767478066712652,-0.0389604993060577,0.0286275454940842,0.0128663281446947,-0.0632941899989196,0.108468312736681,-0.0367900249597625,0.098542582573598,-0.0374645756978899,0.0449331128231125,0.0716630515179469,0.0193403530933761,0.0319379690343813,0.113569689263424,0.125977544524504,0.0754153265684344,0.0590543546613257,0.0712904557303571,0.0024793548690929
"NS-NK ",-0.326555987531085,-0.142464362018843,-0.128944695457252,-0.0416272634933978,-0.125197015866344,-0.171780322930896,-0.234124899303002,0.105547966796259,-0.147227767854016,-0.138348919477426,-0.0121536898882701,-0.133725613813877,-0.200413295506287,-0.115372491331302,-0.286014500367763,-0.173356449861651,-0.285856887674687,-0.415221883646807,0.117018668347869,-0.407306223950124,0.0137823543833842,-0.416745473013204,-0.121431823753984,-0.177979755525201,-0.222093797064901,-0.139119470421351,-0.124321389793702,-0.0397359111764912,-0.156947217260341,-0.104602290637806,-0.0874750446569297,-0.242776084900704
"NS-NK CD56dim cells",-0.410852204066621,-0.366219198234645,-0.274352440498082,-0.274102873955761,-0.29106026375243,-0.341446435138969,-0.398873010035202,-0.244680292124205,-0.345071717543214,-0.276782430515421,-0.248476330583723,-0.326209740976199,-0.3841223138759,-0.317619397887879,-0.401184784321967,-0.366784006725162,-0.393238060211212,-0.437871066043188,-0.310001050806494,-0.421150107707666,-0.263607944097095,-0.414477486470866,-0.305469447801187,-0.34604371355015,-0.377318341827352,-0.368583512846109,-0.233187096096254,-0.258025534597804,-0.331398098040246,-0.309685808858299,-0.300767088740608,-0.393632112646456
"NS-NK Cell Activity",-0.121299685111564,0.105012287412729,0.0768113600324658,0.132087808030782,0.0470735666563958,0.0369618150800749,-0.0436034059054733,0.133066667668698,0.0159229086973839,0.0610800898822362,0.165064668615618,0.056086214800508,-0.0223221331249108,0.0582656335720674,-0.101921646137544,0.0117275275621321,-0.0695704290448885,-0.184688831606081,0.0955280581378746,-0.134396864643064,0.139527892802657,-0.165085335517762,0.052394354553858,0.056031729331219,-0.0382149808737214,-0.00880973674124291,0.0965275846779345,0.136363977965325,0.0605859630400637,0.125538278860389,0.111736545846704,-0.0429533378925772
"NS-Notch",0.205676414895855,0.206970334525563,0.200727961287608,0.184245739532927,0.203139070061014,0.226926151904061,0.228201136124553,0.196164527666737,0.203599831685251,0.186980854197349,0.206966126656848,0.194639175257732,0.192169156322323,0.2120029455081,0.195790027351147,0.16233957500526,0.187264885335578,0.180938354723333,0.169787502629918,0.18089417210183,0.220412371134021,0.208013885966758,0.221125604881128,0.216297075531243,0.187862402693036,0.171647380601725,0.225611192930781,0.194651798863875,0.177355354512939,0.229333052808752,0.205032610982537,0.185440774247843
"NS-PI3KAkt",0.112546865923853,0.16983471510799,0.16199556423932,0.158202988857792,0.156668426889159,0.178860960025347,0.0935787083487353,0.136822622379469,0.110941543011037,0.148627554522892,0.160870782066853,0.140650578233089,0.132913344246713,0.160912499339917,0.0890341659185722,0.128681417331151,0.0990568727887206,0.0803136716480963,0.110162116491525,0.0608200876590801,0.180242910703913,0.1084580450969,0.13756878069388,0.185876854834451,0.0817901462744891,0.108383587685483,0.164723028990864,0.145845170829593,0.152214711939589,0.12855204097798,0.133248666631462,0.101145904842372
"NS-Stromal Factors",0.0687102937293217,0.183749359263114,0.125299657755893,0.122842334715772,0.193248833729425,0.202288013171997,0.101174295966076,0.0845757156836856,0.0608945981350026,0.0903943832616225,0.138087989354707,0.0815074273702088,0.123849909649627,0.126537639085209,0.0480493121463003,0.160989867296272,0.0383033805019235,0.042595670430834,0.0864702257982676,0.0130663725749079,0.181190553855553,0.0855651687662127,0.118609070245473,0.188471395952096,0.0306378373900391,0.0791919725376288,0.10903141293486,0.0986020286118144,0.110142023537696,0.114210120277316,0.117334845213501,0.052401145301004
