"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3"
"Cell-PD1 KEGG JAKSTAT Up",0.0869579105399333,0.152913680937829,0.00915150289078892,0.04930844664019,0.0496385182976821,0.303868226876351,0.309942610121488,0.260421214024851,0.0880599239770441,0.36681608620194,0.285022199980835,0.285394861529616,0.198586015609195,0.252552731609153,0.296196722707865,0.288461333702446,0.269609983070518,0.0744418062372896,0.169044602263653,0.278138608801201,0.228590594022509,0.270919622227664,0.360166739424398,0.20126385502401,0.290463058593043,0.164764318189078,0.258068122531117,0.0939692713934348,0.149660877990609,0.128019889479232,-0.0281625656150513,0.28280220189738,0.297815138576859,0.25157848784591
"Cell-PD1 KEGG NK cytotoxicity Up",-0.0448281609094577,0.00728057402501714,-0.108853353449939,-0.0922483816073402,-0.107169172470658,0.175959632287153,0.155821827687234,0.133201610498061,-0.0572643462395397,0.210114734829214,0.146911896282521,0.187049350011403,0.0452338555463939,0.0845401835055525,0.155543323801337,0.140701478921422,0.145078595112367,-0.0250521920668059,0.0175808319152295,0.0776740758934054,0.0583871335590604,0.0795073770635603,0.18843748355292,0.0419992631708216,0.143471167172506,0.00424115366397082,0.1322696093051,-0.0531766986544096,0.00571042613287487,-0.00117103208715641,-0.175187716004982,0.149685970421572,0.125524113612042,0.131004280626656
"Cell-PD1 KEGG TCR Up",0.0248515122145182,0.0108476850816372,-0.150955540644648,-0.128817813563955,-0.126198464176545,0.207370958522826,0.191428713437213,0.204363925544869,-0.0730858122716768,0.269186610005219,0.21713511767191,0.247898804642263,0.0727105544372375,0.106471333780661,0.17911727428614,0.19953776187281,0.201202813191183,-0.065001615348294,0.0302144685504113,0.140545242177986,0.136178831481896,0.142232659857352,0.269527075722558,0.0545440990084247,0.26047615497403,0.00875767290439622,0.183548298913989,-0.0739208230820845,0.0253858197271304,0.0370834265265041,-0.215686274509804,0.18139367280499,0.207994731479411,0.204065707398295
"Cell-PD1 NR",0.217395759585647,0.230139359839028,-0.245230465402243,-0.108963371464769,-0.258225584081678,-0.153733651302307,-0.00488132056489177,-0.205378768118642,-0.192523381898126,-0.167073443380408,-0.24123411707717,-0.207959160860007,0.132252114617878,-0.200823489957894,-0.182397436375154,-0.213706822670194,-0.120943100942728,-0.121679025226367,-0.108469650109923,-0.173119201102955,-0.168936542832656,0.155177553377799,-0.172234228863137,-0.195783805939561,-0.234471066065507,-0.257797071207661,-0.15061295971979,0.0854417408801282,-0.100663263405001,-0.0819763758989455,-0.0236706785408205,-0.171526251071282,0.0601874278048963,-0.213818608637329
"Cell-PD1 R",0.131215201225664,0.150956148873361,0.0346100668883824,0.0501686222487949,-0.0214229662568663,0.270474758043421,0.280213276783379,0.258990228317328,0.0541370838160009,0.329997944770375,0.254582694966556,0.273414203505101,0.202526998243713,0.235551735734838,0.284783360113598,0.259173797690669,0.251504521505175,0.0785200478307986,0.14757202645641,0.222398733231195,0.19613570120698,0.211818504540189,0.323734632487575,0.203327603602257,0.296518254175853,0.153136093569,0.247224972908337,0.0705452897873772,0.14192061208475,0.156907907028885,-0.0842504017039722,0.261520963342177,0.281385691865027,0.261647546803184
"MAGE*",0.462080274289122,0.463300786345172,0.0492956434241419,0.12235400439757,-0.500130436402937,-0.500130436402937,0.0723269854283904,-0.442016360451683,-0.449185704170238,-0.500130436402937,-0.224369246822942,-0.404306264674095,0.212574069243096,0.0510984608504453,0.0814016323184139,-0.219645585659449,-0.411568777251891,0.219319494652107,-0.137237729661238,0.0249878880482988,-0.401641635299817,0.396172623262401,-0.452516490888086,-0.367043379420862,-0.500130436402937,0.152410278388551,-0.01185107889539,0.40357954757202,0.125186337718481,0.100720195281929,0.351200014907017,-0.500130436402937,0.0440036522192823,-0.500130436402937
"NS-Angiogenesis",0.197945022969271,0.239257735475,0.245567623453172,0.217489687809765,0.204339113844448,0.175813517229618,0.207634751281696,0.17273744684026,0.110599972287654,0.168015689451189,0.18801227870093,0.149442022574903,0.20729580797476,0.188801014698202,0.173938670446915,0.191816331098581,0.225085002291598,0.176860191215186,0.235600771682246,0.24658658509289,0.241269012268042,0.186383645452511,0.188904403065412,0.226818089766683,0.169522814721651,0.199691966617282,0.197332153782202,0.234226878843756,0.246888223318873,0.248306882254506,0.193043135332175,0.202099743127871,0.160708157022415,0.180257085300732
"NS-Antigen Presentation-61",0.126712496480124,0.146380342560511,0.109193917653252,0.109691597595465,0.0881266910711443,0.239447716059207,0.207025061521321,0.233467598770798,0.0626960418222554,0.256810808163665,0.185346906793668,0.210490456543298,0.174647706264768,0.219836800156711,0.25105657512947,0.19786052718569,0.200039177756829,0.103406628386733,0.166409970739113,0.186206980986545,0.174337957124842,0.165303811261156,0.231130400714994,0.169763954015108,0.246112831939666,0.131017152511661,0.1923187110518,0.11123422177059,0.170112880911862,0.184913502858752,0.000882723833543486,0.241885307116884,0.202785905801981,0.205296343001261
"NS-Apoptosis",0.188971383800321,0.211177264131863,0.210275951042401,0.221069126197578,0.173169931881152,0.239744372684126,0.229107307312418,0.23424322100629,0.184001398115293,0.246825276824865,0.241915182314627,0.224849142967107,0.233304598660401,0.241915182314627,0.252605266103362,0.229910438148126,0.204467488910314,0.192797546229114,0.201078237510726,0.222640042257642,0.212166941249703,0.210165005095659,0.252380428742266,0.223127026236262,0.254304800915844,0.228318903814773,0.224228631123382,0.197254038727008,0.223494227865302,0.218299404819178,0.131820475712656,0.241006014644865,0.237601054084676,0.237331052886853
"NS-Autophagy",0.194397338581809,0.196934570227005,0.176090361113723,0.16608410314941,0.183155700097598,0.21002279455395,0.164754691041384,0.179814336250474,0.186677020949589,0.198477985259738,0.181694968013048,0.178914551226139,0.175198682260779,0.192028715301533,0.188846232413661,0.180547134144167,0.182860635458988,0.170706242076217,0.16909959890664,0.173248337424248,0.184742888455839,0.152097715032409,0.185548641892045,0.203145518746332,0.193017668211163,0.181182657981174,0.188763549465479,0.181492313728288,0.182567192054655,0.180080218672079,0.193046850428168,0.188998628435801,0.184817465232631,0.187521684008469
"NS-B cells",0.0817514741933346,-0.115964354336447,-0.101918107732061,-0.207198701384748,-0.340054164182071,-0.00489051215795405,0.169072583316769,0.239212714503412,-0.335904889683959,0.210453521500033,0.20855694692904,0.242898197840058,0.127463890545286,0.105371695487975,0.0419068442324256,0.213232127476314,0.199575134168157,-0.0199057510104022,-0.00206635526402971,0.0701691181342344,0.0745171602729743,0.127608825283244,0.233373915059962,0.0871430464453721,0.262128967070828,0.0812297091366858,0.222727423308819,-0.213368780229245,0.0898015636387729,0.0695976611674286,-0.344841151527198,0.147535281256212,0.266203703703704,0.253768303186908
"NS-Cancer Antigen Presentation",0.123984537571184,0.138874530684183,0.0902056473410991,0.0757310959218584,0.0308115553514963,0.247041551574754,0.22365833067974,0.253296133652258,0.045564548975466,0.275312321808097,0.214422713774743,0.23039018935551,0.19648762931641,0.226112843146693,0.257596806801099,0.215816405873946,0.212668379777394,0.0810059465183617,0.156167939157416,0.210612646904182,0.181316231847568,0.169382095277591,0.259616623592053,0.184300228826174,0.246166235920525,0.145541962573221,0.220009701044899,0.101736931359553,0.171497071173086,0.192706073150322,-0.0345564548975466,0.242334693454387,0.229616327376941,0.211226182453698
"NS-Cancer antigen release",0.222207153911029,0.240885661882108,0.193829373039982,0.219484622816858,0.144542860418082,0.125373580394501,0.207649800620655,0.137896711673722,0.139322458220406,0.165325700693529,0.174062876139164,0.140259991484414,0.207917959698352,0.204812636638309,0.218134615857004,0.154374677595002,0.124138718076788,0.184292837900908,0.160735267626854,0.189196464394206,0.127650373785096,0.237440534189259,0.165456197954622,0.136299527548739,0.151887041570798,0.206029587567244,0.186499009244324,0.231684325590155,0.200374194499259,0.195508949553341,0.192936874124901,0.126814167806172,0.204221049054688,0.127731742665542
"NS-CD45",0.244262295081967,0.202533532041729,0.0908345752608047,0.0431445603576751,0.0160208643815202,0.418144560357675,0.387891207153502,0.406482861400894,0.0127049180327868,0.44441132637854,0.402384500745157,0.435283159463487,0.289530551415797,0.267697466467958,0.360842026825633,0.429098360655738,0.418070044709389,0.038301043219076,0.280365126676602,0.35424739195231,0.371423248882265,0.315014903129657,0.439008941877794,0.235543964232489,0.447839046199702,0.199180327868852,0.432861400894188,0.104098360655738,0.242511177347243,0.271497764530551,-0.0999627421758569,0.408308494783905,0.444187779433681,0.434910581222057
"NS-CD8 T cells",0.0867767055404449,0.0940422519467938,-0.0683147658258504,-0.0339990312604792,-0.111796266626923,0.398785349677708,0.289615857520772,0.325664145459965,0.0178657923171505,0.402436752487052,0.228901971012333,0.329706769998882,0.148738775662283,0.193449830470584,0.31605126867618,0.240154253139089,0.297961921084988,-0.0321733298558068,0.00925891426655245,0.283579865121651,0.275587764074667,0.245072469168002,0.39917657140728,0.158444800476918,0.316330712768732,0.0327322180409106,0.282611125600805,0.0210141957599016,0.0446924252021312,0.0996497634040017,-0.26701814523641,0.29529788740266,0.249990685196915,0.305059801035806
"NS-Cell Cycle & Proliferaxtion",0.114830438756224,0.17410393930721,0.182567138011943,0.178934917296809,0.162989509836861,0.143451978502563,0.202648050671346,0.185626250433806,0.106611277720398,0.227314521001757,0.202194541575585,0.179429905883036,0.181821889833239,0.180562295972756,0.214025183581312,0.164515263761167,0.156045151808022,0.122834597766468,0.175781784696557,0.202788389614089,0.154038235794312,0.19554261395453,0.233712732406128,0.154643145030273,0.2257811625042,0.144552567649592,0.176076980403706,0.143469952948431,0.156208304470521,0.176086658951481,0.106809687949793,0.179775568303586,0.197420252222955,0.186550551746356
"NS-Cell Proliferation",0.151733536054016,0.202025734151529,0.233190230406884,0.254504847624329,0.224872944101498,0.117046057001481,0.17910844540862,0.157082376097647,0.169157256811354,0.209233947386061,0.190555663889922,0.146465438967465,0.194215757368937,0.214787691726437,0.235339059481661,0.132624115636102,0.0981499198664237,0.161818026703067,0.160069103783645,0.156546882712476,0.115635340430589,0.224619289340102,0.232879446194722,0.157692518631818,0.212069091596029,0.168159395737991,0.142028384958044,0.195314166275647,0.182792914119963,0.185487900744054,0.164885497346147,0.157163880780739,0.183643762073357,0.163864784492477
"NS-Common Signaling Pathways",0.141542039539237,0.166740620373043,0.1632797731569,0.151783735461462,0.124170290631082,0.15439345544619,0.150801307420824,0.152585275685139,0.0869928389842346,0.150026073919562,0.155330719733301,0.140445072494808,0.161041373723076,0.160080130742082,0.15888561930215,0.145778120256642,0.152331753377969,0.120014061292335,0.160355303714602,0.181817165951186,0.182178010373695,0.133425600864164,0.135539217968655,0.169959818227532,0.156307793308315,0.153980230381703,0.173560114352762,0.145409360537123,0.187895182843361,0.182515341708028,0.12751264119493,0.166846312868411,0.153688295603751,0.144894167822921
"NS-Costimulatory",0.135802102058223,0.117482576295607,0.0717188046880044,0.0685764213359249,0.0601602029339106,0.241351012460794,0.198956871446872,0.233006153940255,0.0529061311730545,0.258548319134982,0.207833530988878,0.230114379695735,0.156630692224831,0.187365563080436,0.217965784635878,0.226774057624803,0.22325788441738,0.0667410281939493,0.142334504541547,0.174951067509846,0.170505941559655,0.157577484937968,0.242206056754892,0.159144004240816,0.24701180496325,0.124121169078744,0.215190394959954,0.0986758494374462,0.153452628932014,0.167688075763806,-0.0028773323637451,0.238715369219425,0.230412562057611,0.217941148486321
"NS-Cytokine & Chemokine",0.142297646104647,0.178381276771589,0.110498626149116,0.0780963299215779,0.0308511245223901,0.196325372913397,0.192844488097918,0.210062339833041,0.00228628215289062,0.23436762769412,0.175640899124498,0.202152674768943,0.146697900829861,0.171496217669789,0.186965531916206,0.187089656491021,0.207315023545121,0.037565801443854,0.18873064504689,0.200399896999732,0.196827267933303,0.137808345488804,0.240044977811769,0.15909609554971,0.201771820483485,0.119444847056937,0.225055200742589,0.108320278409109,0.172899750517314,0.164914145884152,-0.0245431290494679,0.22126516093021,0.205653604546814,0.180342599245693
"NS-Cytotoxic cells",0.159971674555551,0.1722187022474,0.0268868100331706,0.0123439305281204,-0.0595020685028512,0.308646714621147,0.33792627930379,0.307968394767247,-0.0498825984868249,0.354053147478663,0.280462897394804,0.303343147851366,0.211046923334948,0.219365659125638,0.297197271812456,0.309272856024747,0.314315530543029,0.0119078677648988,0.115265923744922,0.295136223025605,0.276568148783124,0.221482613394954,0.373236182028251,0.222433006596847,0.301039841973836,0.120528493160896,0.292706198054489,0.0897581156125377,0.180161007789497,0.213845924490328,-0.0659833774365473,0.317349334724759,0.277835339718982,0.311270545264806
"NS-Cytotoxicity",0.123937925152976,0.1653635102812,0.123154021311847,0.148493784762402,0.0543169268672273,0.200459000106243,0.224515228696049,0.183335151913673,0.097083475709031,0.245390616699736,0.180820486020381,0.181913069945471,0.163262332128285,0.206543587063577,0.229688850475367,0.186383906138283,0.185636613190833,0.0711191734839501,0.131222775134455,0.194701757610041,0.191847543624392,0.159087972388207,0.244723006285588,0.199527934829738,0.224016315537089,0.153045739209836,0.17849748892341,0.107427129964365,0.131042592108701,0.132686493020959,0.0267051344265873,0.19615757902928,0.219468668253617,0.185686863437059
"NS-DC",0.121419877288422,0.297761879921504,0.152805723228258,0.0692177757905457,0.0702610726084905,0.191941774101398,0.27025113644832,0.243274461584321,-0.331358521499367,0.264885609956032,0.0935862086096828,0.175124823012147,0.135727947934521,0.072409767245448,0.125158357552724,0.145974613110763,0.158717738529945,0.0174131206995057,0.195344908959933,0.232121121792483,0.276014109347443,0.107372630846809,0.266698959187222,0.0894627021387585,0.0704970564125493,0.199741659835557,0.182216757334128,0.148458653153489,0.217018158332712,0.206212584146856,-0.120264798668554,0.146632883722086,0.120960329880518,0.11836450803587
"NS-DNA Damage Repair",0.131594249965439,0.163830123387438,0.17856069200538,0.215752470272251,0.178465238447377,0.141869222042531,0.173247110609828,0.158527513665219,0.172863102043145,0.197666763948837,0.171222836879744,0.147777468132775,0.155120809095078,0.180815370875474,0.192982956602643,0.134232937402215,0.125122059865838,0.138024747706372,0.120463487368312,0.133200502941506,0.11637763621881,0.168739947204308,0.200429431294284,0.147701763586772,0.18371408697026,0.165410044347504,0.146698952644064,0.173002442294484,0.151921469150946,0.16273624755606,0.126507782207896,0.142156679883876,0.171463116525754,0.154363763635047
"NS-Epigenetic Regulation",0.269398881640261,0.280253960857409,0.282297297297297,0.297087604846226,0.321693849021435,0.254655172413793,0.275107176141659,0.252054986020503,0.298883970177074,0.288562441752097,0.269550326188257,0.260230661696179,0.279501397949674,0.280032618825722,0.279958061509786,0.256365330848089,0.251176607642125,0.259301025163094,0.256852283317801,0.264137931034483,0.2547064305685,0.280605778191985,0.283499534016775,0.255139794967381,0.268690587138863,0.258390027958993,0.25215284249767,0.26588769804287,0.255696644920783,0.25527027027027,0.287879776328052,0.256395619757689,0.270109506057782,0.26584109972041
"NS-Exhausted CD8",0.114329097887245,0.193417669635205,0.0404013116220144,0.0232607966613257,0.0321291500540298,0.382298692104185,0.345185751015389,0.314779967954689,0.0639136267093937,0.394576517494504,0.30602340052912,0.315692886686291,0.238793456794724,0.303359168312405,0.337397995304989,0.305175690278347,0.309358348548646,0.0608022506241384,0.177162126914335,0.33448224466222,0.312003949770839,0.323834631292618,0.376504452807691,0.26445765174945,0.288333271230018,0.152056861795283,0.271034392815888,0.106559973171368,0.145005030368521,0.197926370309647,-0.0628609755188732,0.359186943399039,0.293261169281216,0.301291127920408
"NS-Hh",-0.0391800717304073,0.00185540286211427,0.0111554987393914,0.0195287809381769,-0.0370743226447925,0.0273836156386492,0.0159564646141828,-0.0120183942331594,-0.0811459110116828,0.00893611732537902,3.01835872305034e-05,0.00457725222825889,0.0193405773942686,0.0234544227832818,0.000468733354639372,0.00183232129540856,-0.00739852988175133,0.0384041759880686,-0.0283778985121267,0.0137370832001704,0.00982031888072155,-0.0352082667518909,0.00283903270480446,0.0667980540463762,0.046141827349881,-0.0107915201874933,0.0146585703632683,-0.0273924931643052,0.0977380064628387,0.0623663932388764,-0.0145165299527716,0.0737225240580945,0.0328788040197436,-0.00107418060438191
"NS-Hypoxia",0.216519108506883,0.231884711979547,0.239675991092706,0.226727263575727,0.232486110556671,0.258551922479463,0.230089194438322,0.243386785199173,0.17838540536694,0.248538158869891,0.240829322563121,0.222254524374433,0.219621561484109,0.238026267145934,0.248055651497769,0.232601530485614,0.233441579291756,0.205188863452149,0.24110789246681,0.264892208200195,0.250173129893414,0.226850493875801,0.247712862986998,0.241573043458641,0.238178135473491,0.222793439982505,0.253391870618599,0.240680925511623,0.258591842154135,0.249421598626763,0.179177724127278,0.253597543725061,0.237340690124393,0.234745911270713
"NS-IFN",0.22818974523067,0.259885119111992,0.229329188820966,0.256608940061031,0.178751049414168,0.311944981152354,0.291276678533083,0.279625254618816,0.19577748071475,0.333468423922072,0.261123232719647,0.273623664749384,0.264694864364961,0.306883822465323,0.325647292037608,0.271462958606534,0.260427525478605,0.193777879854481,0.250599545783445,0.255793936866798,0.243795216789735,0.22429646047792,0.331733058023545,0.294031077153264,0.325480612177776,0.25556872394582,0.255975668085211,0.201073886561813,0.252644300719455,0.249795134285992,0.114022960568785,0.303508415939277,0.309768108735474,0.260209002050329
"NS-Immunometabolism",0.180434538723309,0.19720317116039,0.197357241688792,0.182429602483078,0.142977076399536,0.22298567742418,0.192636774989716,0.220501851090086,0.141717587225609,0.233391421412812,0.207346770876183,0.193244082121087,0.19884746269773,0.210087880034404,0.221649526943645,0.195087693055607,0.186863243708164,0.138194158782394,0.198274933622527,0.217295538685913,0.201947571145432,0.176371115515501,0.237972401929621,0.19005011031749,0.211333906734976,0.196997868441719,0.208921880258779,0.176588010919562,0.196172170075913,0.194073146105232,0.126045772409409,0.225842713436296,0.208390860476422,0.191764705882353
"NS-Imu Adh & Migr",0.177968876068806,0.184740234353183,0.162208422588437,0.145887305282098,0.124399488227778,0.270445755667431,0.246324322327137,0.277031085264724,0.0691601384775207,0.281151642165013,0.229270690213688,0.24630670760157,0.205252367462079,0.231806781067865,0.267182305535578,0.248734532337629,0.254865316089806,0.112997605256578,0.222354117850247,0.245776976952206,0.229257801390103,0.19145273367652,0.259704210091261,0.203594864748981,0.262313337612423,0.18726128824651,0.252512676157996,0.143468932350002,0.213288119340195,0.221750061651539,0.0539689413721786,0.285998699088073,0.248301897492608,0.238199637566281
"NS-Imu localization",0.122312307065059,0.144909753366856,0.0872502766614247,0.0620219905385029,0.0190170915280125,0.212318196232227,0.197844305951942,0.22343552009112,-0.0119054368014704,0.232968852130131,0.178872904006575,0.205994266151526,0.153981012289592,0.159559024339734,0.19013143844526,0.197658182382977,0.212125989347726,0.0368357698953541,0.170062580490678,0.201578555665573,0.201145604804525,0.127589518576763,0.238926230091703,0.158219012302535,0.20654383546573,0.119629823777998,0.217078973084564,0.0873372551303706,0.161095773390025,0.159506086551343,-0.043193222927628,0.233535247636244,0.203166818749555,0.199539091773934
"NS-JAKSTAT",0.119321700461049,0.146206999550667,0.111383056931378,0.0933099611565236,0.0617362789314375,0.187668580301195,0.170611311601415,0.189640366315741,0.080209783097101,0.221739343149991,0.176414658294569,0.188974735646775,0.137693493170526,0.172650690672287,0.188573039769179,0.16754387433099,0.181057335649093,0.0526363223197422,0.169777663906724,0.166092876721853,0.162315390488305,0.133007041265239,0.20401901875482,0.133355306441168,0.183226750885469,0.128276814809188,0.190813910522243,0.100374401157708,0.151175411062344,0.148089948976899,0.0449217014910385,0.179907609948153,0.193494458013125,0.154052944031662
"NS-Kill Cancer Cells",0.130805767740278,0.170918420212788,0.112025382036117,0.108666116805444,0.0551841689704194,0.211033559494846,0.216130482896967,0.209478060122766,0.0608930547554015,0.252304236280064,0.195298686550091,0.208857393906488,0.177906976744186,0.200495289568248,0.227646690678194,0.200650922399108,0.209662291263424,0.0777204660281092,0.151289825218736,0.213658801440692,0.194464569180969,0.153008625084448,0.235398076038347,0.189156474201423,0.232146158086483,0.151524414252734,0.207361163495294,0.115827921068665,0.155667853427445,0.163878055149146,0.0243806808055606,0.224384203785753,0.22333228334708,0.200851317801826
"NS-Lymphoid Compartment",0.138359432422668,0.13368642295652,0.0314746296919186,0.0177919618720157,-0.0545509230339368,0.236053938711187,0.258525583870353,0.252540946116459,0.0104636614895612,0.305528415350144,0.237477687191781,0.252427491159412,0.183597260707923,0.202081965200028,0.246469548689529,0.251498940197225,0.252587217942078,0.0490556988202464,0.137587493793347,0.223373678805902,0.209802686257446,0.197279928527826,0.304483294981109,0.176817993333298,0.279504517731898,0.129760881442684,0.246944724744927,0.0586175046316317,0.142402878107553,0.159106117313315,-0.0763792118484348,0.249219607864075,0.266406031710438,0.248505064095377
"NS-Macrophages",0.239156761187912,0.337733353206394,0.25906397883519,0.219128442076238,0.235188359354622,0.432984312702612,0.331175243134479,0.40720833178075,0.153649811826955,0.381115623952007,0.268621679025226,0.380202705220405,0.304327980027574,0.300462048664158,0.362615046391176,0.305455155196184,0.377137906621455,0.165247605917204,0.367170324551925,0.383677385698849,0.41386891232254,0.267410664381265,0.400883109140366,0.264243395312442,0.312264783694154,0.288789730595819,0.361133882326639,0.275440623020457,0.343154972612438,0.363621120095391,0.0882177590639789,0.418731601892909,0.274061929425793,0.37028170063718
"NS-MAPK",0.176399362875712,0.202476722349494,0.19222275752898,0.175000737412371,0.168290284837818,0.212049809747608,0.213965115478777,0.199018749938549,0.134285250769367,0.19971880008259,0.205553698368844,0.190701721612082,0.194631146332111,0.190701721612082,0.193968950023106,0.205815233956365,0.215496475168867,0.154408742761069,0.205596468286352,0.227398310834062,0.225962323143933,0.176796090731218,0.199084133835429,0.198339347340891,0.202534240514419,0.19986923220624,0.215781116344008,0.193126333487371,0.226000176978969,0.210181206799925,0.140171276313331,0.207364783151602,0.196512531094222,0.199411544928078
"NS-Mast cells",0.0303771053808317,-0.109897153077955,-0.0291921299746609,0.0198613802355045,-0.28401401102996,0.156521091071695,0.003577284245044,0.175264569980623,-0.423423759129528,0.0325681919809212,-0.0137949023699508,0.189409748099568,0.0848785213891787,-0.124802504098972,-0.0647712028618274,0.156714860634968,0.280749739156357,-0.183499776419735,0.226904158592935,-0.0225517960947981,0.411946638843345,-0.437434789089283,0.0404903860485915,-0.0182143389476822,-0.0109777910269787,-0.176516619466388,0.176315397227605,-0.0852138917871516,0.112356535996423,0.0834028916380981,-0.288083171858697,0.268229244298703,0.126993590699061,0.290020867491429
"NS-Matrix",0.172709624430673,0.222126891252554,0.222225993225769,0.214761442544613,0.145458618138376,0.197943294665463,0.218996354947972,0.196050854245434,0.0737176136787875,0.179523903260183,0.195363928239311,0.169638142041636,0.198584742368809,0.172145557720112,0.188952166328408,0.196125520115664,0.20128357418733,0.146949220420437,0.26794729947123,0.25281388513674,0.263721211216171,0.156002117795592,0.162125397935149,0.215558331014166,0.170390230989051,0.206600462928395,0.210327647414185,0.193895046937681,0.26265891951698,0.254101532007901,0.154429383056278,0.242623351411524,0.173237036986757,0.169072717769798
"NS-Metabolic Stress",0.206986853160456,0.229886884408852,0.24442189116733,0.229362325601081,0.23074193777877,0.22874276086332,0.199592149898645,0.220160258344087,0.193224501263894,0.22565574353622,0.22294289648316,0.200903772050606,0.209912675592121,0.221955014917282,0.222706957585931,0.187991520608182,0.180360878449143,0.196847784290612,0.212609313102624,0.23131782680464,0.215868781951935,0.207962127304344,0.228388402252406,0.203769709227822,0.215575659390683,0.214104643403572,0.208522257052727,0.218179092031479,0.227554061075755,0.223752923345974,0.197593423248266,0.222464264712636,0.203766107107254,0.194956220727142
"NS-Myeloid cell",0.133535521323791,0.180405321325527,0.124898061947082,0.102782641157796,0.0636173032790918,0.227565380708603,0.198171771045252,0.220507563239214,0.0339298168443046,0.242332290560348,0.189635164504432,0.20536155090536,0.162491282089868,0.172288042644688,0.206241589568026,0.189528523844388,0.204034258131169,0.0536677441665967,0.193242136517408,0.224411740022515,0.21734437264327,0.137078103793051,0.239331448431934,0.17842111050982,0.207006595225624,0.136591058390464,0.215285354200369,0.122315968896233,0.178759698222849,0.184166828243424,-0.00528630919135414,0.241295112471893,0.201939644569719,0.193618489783043
"NS-Myeloid Compartment",0.123708187003412,0.220169369100102,0.152623477546141,0.103408802211761,0.062703429724277,0.245069117537174,0.134955291539017,0.212953249146928,-0.0145946349846821,0.209858277914767,0.137113751276495,0.171317342897706,0.127833320879723,0.124801115843483,0.173131086702035,0.141272260828414,0.172161697676156,0.00126478866223312,0.240696904032479,0.223297217863459,0.240760168372811,0.0677685621061546,0.202711898179282,0.145671374131361,0.158990759421156,0.116032777902314,0.200916087573788,0.139828140177838,0.218659991531545,0.214031233654636,-0.0190007223093975,0.263190614959277,0.152171162419986,0.154595133129094
"NS-Neutrophils",0.0245732866246786,0.0979903477061826,0.0515782804755338,-0.0191042745872619,-0.0448980732679909,0.116461074050609,0.0262782767487795,0.0524727015242425,-0.0747540342116051,0.106049454030485,0.0245826035106026,0.0410455409383967,-0.0221369209555398,-0.039377818357992,0.0447490030932062,0.0145762680281742,0.0844762046733499,-0.13836973130101,0.156924309618753,0.031719338128424,0.123364886520329,-0.0910865352364625,0.11973130100995,0.108397309283345,0.0841873812097045,-0.0324460552304998,0.121683188611039,0.02255152237916,0.0383063764767264,0.0679294152722394,-0.164042410464726,0.154199120485969,0.050064286512876,0.125642865128759
"NS-NF-κB",0.11405832418602,0.125068482121993,0.103722678333337,0.0836355710378061,0.0764250663221124,0.20185093184777,0.210689298330705,0.204522470972417,0.0555397373035619,0.235397844310437,0.216052994853286,0.227349844970221,0.158530957846431,0.157262443127929,0.182305790592962,0.217156563385481,0.206323133506265,0.131730148039202,0.131280473317009,0.194042497206715,0.168221546291951,0.149997938172671,0.232366958137051,0.163270215235137,0.247805135717329,0.14954728162794,0.193200093469506,0.11750648493786,0.135910748404047,0.149565936256154,0.0490459630402724,0.211511083794626,0.217024017342913,0.208401651818237
"NS-NK ",-0.142993765059493,-0.0614675708572422,-0.210075266413295,-0.221588792011327,-0.201915194872941,0.134398986511663,0.132076409071714,-0.00963807536577488,-0.158866780932509,0.1841046277666,-0.0384529398613906,0.0825694910201953,-0.131927366669151,0.0563380281690141,0.0928285763966515,0.0709069230195991,0.0248404004272549,-0.0427379089350921,-0.163909382219241,-0.0618898576645056,-0.15288024442954,-0.0526616489057804,0.0775889907345306,0.0209156171597487,-0.0775889907345307,-0.139963236207368,0.101882902352386,-0.0471222396105025,-0.0786819683533299,-0.0937104106118191,-0.222222222222222,0.0911145887671709,0.0134510768313585,0.0813150507986189
"NS-NK CD56dim cells",-0.291090658419346,-0.275524462495808,-0.37545180161717,-0.40001676789507,-0.399020009688117,-0.336568916048739,-0.205956328948839,-0.303377799306927,-0.388176770876029,-0.272534187874949,-0.302250624138316,-0.292907180385289,-0.345753996348325,-0.241671945448448,-0.313773894250475,-0.223376308827365,-0.251462533070015,-0.28123486231695,-0.242379923240303,-0.216045012482766,-0.241560159481313,-0.316568543428848,-0.288789730595819,-0.329582293102806,-0.210111040727354,-0.354221783358796,-0.307010843238812,-0.384925662331855,-0.334873495547192,-0.34818534113351,-0.421526251071282,-0.31268398107091,-0.286190706859932,-0.306936319260722
